"target","n","k","RMSPE","CRPS","coverage_95","mean_interval_width","mean_error","MAE","bias","cor","slope","model","diagnostics_passed","rep_id","eff_range","prior_scale"
"latent",49,5,26.4069268477568,16.3941338504138,0.755102040816326,63.8570747236994,0.41672959469421,22.0832956523911,0.41672959469421,0.975689843185446,0.952410108814871,"spatial",TRUE,6,350,500
"observed",49,5,30.1904648922599,17.4974494756674,0.979591836734694,116.051091352646,-0.417948066818601,25.1397473206071,-0.417948066818601,0.969292903653261,0.985423812987612,"spatial",TRUE,6,350,500
"latent",49,5,26.5604176611272,18.9942526100623,0.387755102040816,24.5555790977637,0.482055220910093,22.1373431263263,0.482055220910093,0.975430841688993,0.951658566836372,"nonspatial",TRUE,6,350,500
"observed",49,5,30.3094099482535,17.5508489457528,0.959183673469388,115.244389557624,-0.385015092717605,25.2423078273796,-0.385015092717605,0.969042247024783,0.985594175147398,"nonspatial",TRUE,6,350,500
"latent",49,5,21.098418130673,12.689665458866,0.918367346938776,74.2468966749581,1.03700903169291,17.4253837847586,1.03700903169291,0.983941420628428,0.980428101859161,"spatial",TRUE,7,350,500
"observed",49,5,30.6587156343187,17.2587551922811,0.918367346938776,122.794807490259,-0.266412887058308,23.6246260400782,-0.266412887058308,0.967017803834003,0.987697251340223,"spatial",TRUE,7,350,500
"latent",49,5,21.7170486549403,15.2497791485557,0.36734693877551,26.3029458096327,1.21470870655505,17.8775065634454,1.21470870655505,0.982954064773042,0.981639117718997,"nonspatial",TRUE,7,350,500
"observed",49,5,31.3264577868232,17.673024258523,0.918367346938776,122.789632224901,-0.259540084278426,24.0977953062236,-0.259540084278426,0.965539766237184,0.987378770392454,"nonspatial",TRUE,7,350,500
"latent",49,5,20.4440320840853,12.3044368985053,0.795918367346939,57.500586864706,-1.1702219167053,16.8358353539278,-1.1702219167053,0.985946340001056,0.989513920757926,"spatial",TRUE,8,350,500
"observed",49,5,25.0620160419505,14.2051075085263,0.938775510204082,101.217543911945,0.0809513622149507,20.7463415407793,0.0809513622149507,0.979686469220662,1.00786809880041,"spatial",TRUE,8,350,500
"latent",49,5,20.5670135420998,14.3402403800604,0.408163265306122,21.5711827422432,-1.23104982570162,16.8536609720251,-1.23104982570162,0.985767649138273,0.990667406048234,"nonspatial",TRUE,8,350,500
"observed",49,5,25.2104850824968,14.3372852703693,0.938775510204082,99.7746511589012,0.00485349005918185,20.8195761305661,0.00485349005918185,0.979438831045384,1.00744112111111,"nonspatial",TRUE,8,350,500
"latent",49,5,24.9002690797963,14.7796120622836,0.857142857142857,77.3870005425454,0.304393732889809,20.3896024926282,0.304393732889809,0.978866138290619,0.989684122710555,"spatial",TRUE,9,350,500
"observed",49,5,29.7079512533638,17.0326747730445,0.959183673469388,116.092564758962,-0.407281348281023,24.5429622124727,-0.407281348281023,0.970087036641747,0.986016821147826,"spatial",TRUE,9,350,500
"latent",49,5,27.5796761569938,19.7133077125826,0.346938775510204,25.896117463425,0.46421801807205,22.9474643708624,0.46421801807205,0.974124475164092,0.981288982547956,"nonspatial",TRUE,9,350,500
"observed",49,5,31.9093099407191,18.2666501612,0.959183673469388,120.230846144966,-0.354976202372376,26.2386643494861,-0.354976202372376,0.965560661114858,0.976961993638224,"nonspatial",TRUE,9,350,500
"latent",49,5,24.2175808434884,14.3916635610679,0.897959183673469,72.4085549327656,-0.63037457608911,20.3817643931057,-0.63037457608911,0.978561719617834,1.01072026607322,"spatial",TRUE,10,350,500
"observed",49,5,26.7535674355844,15.2435025498066,0.918367346938776,105.568166328655,0.294268581584314,21.1867651790106,0.294268581584314,0.974279541988933,1.01513080233134,"spatial",TRUE,10,350,500
"latent",49,5,28.1866813416808,20.5694889034415,0.26530612244898,25.6599018836924,-0.555425529686381,23.7471094232995,-0.555425529686381,0.970843264685478,1.01317130499213,"nonspatial",TRUE,10,350,500
"observed",49,5,30.4489536050814,17.3751809063196,0.959183673469388,118.738901534258,0.419541213294644,25.4092240589671,0.419541213294644,0.966552887169654,1.01727107107303,"nonspatial",TRUE,10,350,500
"latent",49,5,21.2941108661279,12.1730285033313,0.897959183673469,59.7265979225994,-1.02363033405079,16.9269369013159,-1.02363033405079,0.983402680479336,1.02803676708437,"spatial",TRUE,1,750,500
"observed",49,5,26.4620901146744,14.6891692655328,0.938775510204082,97.282174503308,0.392242158216818,20.5342524295568,0.392242158216818,0.974039204068511,1.02222667073108,"spatial",TRUE,1,750,500
"latent",49,5,22.0923907956622,15.0479975842854,0.244897959183673,21.0798114961662,-1.40858005004754,17.8389509368268,-1.40858005004754,0.982083235999948,1.02626304123576,"nonspatial",TRUE,1,750,500
"observed",49,5,27.0246091803196,15.0393122462397,0.938775510204082,97.1775800577836,-0.0601631771870545,21.0192508478302,-0.0601631771870545,0.972848724034893,1.01999303826975,"nonspatial",TRUE,1,750,500
"latent",49,5,18.8735266590511,11.2723164035948,0.816326530612245,53.199004292801,-0.392031672789189,15.5401645796768,-0.392031672789189,0.987412662861237,1.03776840152625,"spatial",TRUE,2,750,500
"observed",49,5,24.0875985844272,13.6779284706567,0.938775510204082,94.9323402461952,0.0596336953050752,18.9077218197063,0.0596336953050752,0.977746576591623,1.01178069194164,"spatial",TRUE,2,750,500
"latent",49,5,18.986332942734,13.1675132047336,0.36734693877551,20.7002825692529,-0.448639862018532,15.651964845076,-0.448639862018532,0.987273492589906,1.03833515587164,"nonspatial",TRUE,2,750,500
"observed",49,5,24.0192038266944,13.6178227196012,0.918367346938776,94.636567874585,0.0638383937813393,18.8310683773173,0.0638383937813393,0.977896023408946,1.01357412885573,"nonspatial",TRUE,2,750,500
"latent",49,5,20.2297727664158,11.6916799308114,0.959183673469388,76.0380144998505,-1.00809816343619,16.4127230200929,-1.00809816343619,0.98482406260253,1.00249910941533,"spatial",TRUE,3,750,500
"observed",49,5,27.7740066031242,16.0048405992681,0.959183673469388,113.303045407902,0.284403585383934,22.9441350840138,0.284403585383934,0.971466102984599,0.994471609106527,"spatial",TRUE,3,750,500
"latent",49,5,22.5223873061323,15.7799349609364,0.346938775510204,25.1058696281509,-1.38926958263641,18.8577475721671,-1.38926958263641,0.981180813198503,0.996870354196449,"nonspatial",TRUE,3,750,500
"observed",49,5,29.3324193166439,16.8787298407674,0.959183673469388,117.281737818294,-0.228405052658924,24.4399365651819,-0.228405052658924,0.96815999307411,0.989157047292472,"nonspatial",TRUE,3,750,500
"latent",49,5,16.7376069028409,9.51229420889307,1,77.4408833278176,-0.0249912233110946,12.9075745944877,-0.0249912233110946,0.990630651172691,1.03353599221784,"spatial",TRUE,4,750,500
"observed",49,5,23.2932385271546,13.2021257644522,0.959183673469388,101.152721598686,-0.423726771258105,18.3106784500609,-0.423726771258105,0.980321588683587,1.01016032310948,"spatial",TRUE,4,750,500
"latent",49,5,26.1579081636557,18.8325189736107,0.306122448979592,28.2416974023184,0.56152658171689,22.081745972013,0.56152658171689,0.976292744915735,1.0368238793502,"nonspatial",TRUE,4,750,500
"observed",49,5,33.9821704491426,19.6605194408006,0.938775510204082,133.085875952785,0.233370016459194,28.053079690693,0.233370016459194,0.957527953932604,1.00585936186537,"nonspatial",TRUE,4,750,500
"latent",49,5,21.7349153081658,13.07753245772,0.836734693877551,59.1263375549364,-0.63417649670913,17.7606949336023,-0.63417649670913,0.986486968396198,0.972596021581298,"spatial",TRUE,5,750,500
"observed",49,5,26.7449141447981,15.403340806788,0.938775510204082,99.125563809638,-0.261646708463042,21.5304937743137,-0.261646708463042,0.979936377354882,0.990050763371014,"spatial",TRUE,5,750,500
"latent",49,5,21.3483672568817,14.5445846795845,0.428571428571429,21.6567178876212,-0.121743284667308,16.8275276277862,-0.121743284667308,0.98675361258602,0.981471229240949,"nonspatial",TRUE,5,750,500
"observed",49,5,24.9590759373491,14.2416796516641,0.938775510204082,101.064695342343,0.0626349934249376,20.0381822708012,0.0626349934249376,0.982505642710773,1.00130342420375,"nonspatial",TRUE,5,750,500
"latent",49,5,24.6758688617418,14.6493320856561,0.775510204081633,62.5941954493857,0.195861217530538,19.2987070332723,0.195861217530538,0.980061212880196,0.950238466107052,"spatial",TRUE,6,750,500
"observed",49,5,28.4396493807333,16.4720390865565,0.938775510204082,107.3722845325,-0.645250894774999,24.15080251488,-0.645250894774999,0.973955575451424,0.982421861853837,"spatial",TRUE,6,750,500
"latent",49,5,25.0641440774351,16.7983594757494,0.448979591836735,22.8743041150098,0.385888100352506,19.401908596107,0.385888100352506,0.979333567533345,0.9510885665902,"nonspatial",TRUE,6,750,500
"observed",49,5,28.4573676996716,16.4700144600566,0.959183673469388,107.145381611687,-0.350092430331284,24.14558102881,-0.350092430331284,0.97388624536477,0.983963501056423,"nonspatial",TRUE,6,750,500
"latent",49,5,17.2567442885378,10.3453564095255,1,74.8542480851132,1.01080838570293,14.3900594274928,1.01080838570293,0.989012299755179,0.980346652656278,"spatial",TRUE,7,750,500
"observed",49,5,27.8955199116884,15.6412388681679,0.938775510204082,114.728877075414,-0.339216516929544,21.4076877648918,-0.339216516929544,0.971948518471684,0.989446589534033,"spatial",TRUE,7,750,500
"latent",49,5,18.6218906904284,13.1574687542285,0.387755102040816,25.2752496200682,1.13446842473563,15.6069193483093,1.13446842473563,0.987146384391411,0.981201936146893,"nonspatial",TRUE,7,750,500
"observed",49,5,29.6315986908011,16.8135324394294,0.918367346938776,116.104057166358,-0.450476109710014,22.6629477626935,-0.450476109710014,0.968311119347906,0.987185009606648,"nonspatial",TRUE,7,750,500
"latent",49,5,18.6214384639227,10.8842970011487,0.877551020408163,54.550790642731,-1.11523517856482,14.5595657316112,-1.11523517856482,0.988588530443809,0.98928030456053,"spatial",TRUE,8,750,500
"observed",49,5,22.4309660785245,12.644246635358,0.959183673469388,91.0027769481526,0.151023714878253,17.919712754611,0.151023714878253,0.98399624787513,1.00572920595307,"spatial",TRUE,8,750,500
"latent",49,5,19.2229882740831,13.0927086051255,0.36734693877551,19.5707271809698,-1.19076605384265,15.1226014056754,-1.19076605384265,0.987841826344239,0.988581453176865,"nonspatial",TRUE,8,750,500
"observed",49,5,23.0756046631971,13.0322274305983,0.918367346938776,90.2118281173414,0.0894020337283008,18.5993531857669,0.0894020337283008,0.983050369748006,1.00510213743274,"nonspatial",TRUE,8,750,500
"latent",49,5,18.5880200951478,10.6369653810156,0.979591836734694,76.3543837270306,-0.759596824142621,14.4221088830113,-0.759596824142621,0.988159627416723,0.998649126567625,"spatial",TRUE,9,750,500
"observed",49,5,24.9158539231774,14.3321036635059,0.959183673469388,100.223407019103,-1.44210528102712,20.4294441087973,-1.44210528102712,0.978867449803502,0.993658919957838,"spatial",TRUE,9,750,500
"latent",49,5,28.8166500097512,20.8242396857678,0.36734693877551,27.0696488630265,0.480705684189857,23.9559961165763,0.480705684189857,0.971366827304344,0.985185879188946,"nonspatial",TRUE,9,750,500
"observed",49,5,32.8382383192746,18.9762594826948,0.959183673469388,125.736214177138,-0.359215856257913,26.9387482122973,-0.359215856257913,0.963017668026454,0.98103384482619,"nonspatial",TRUE,9,750,500
"latent",49,5,18.6068102947971,10.6425493993141,0.918367346938776,66.635364570655,-1.37737721009251,15.2535012393599,-1.37737721009251,0.987149673535612,1.00660850534295,"spatial",TRUE,10,750,500
"observed",49,5,21.9363356789957,12.5777506763833,0.938775510204082,91.2515257820831,-0.475351166422807,17.3054017390231,-0.475351166422807,0.98239408349469,1.01164048437224,"spatial",TRUE,10,750,500
"latent",49,5,27.7350093648524,20.445628648907,0.204081632653061,25.6165386821957,-0.629666342133672,23.7097284961107,-0.629666342133672,0.971065862716711,1.0093981728925,"nonspatial",TRUE,10,750,500
"observed",49,5,30.3109230606047,17.3772520890642,0.979591836734694,119.688017377985,0.336263923874638,25.8887140557068,0.336263923874638,0.96605730892367,1.0137377749064,"nonspatial",TRUE,10,750,500
"latent",49,5,20.2515487672403,11.34703756023,0.897959183673469,58.8417554465823,-1.00663291276269,15.6365941663765,-1.00663291276269,0.98507588610902,1.02591483447372,"spatial",TRUE,1,1000,500
"observed",49,5,25.5095368456212,14.1211331582708,0.938775510204082,94.6911171956239,0.391422237955072,19.8822982622152,0.391422237955072,0.975994787309413,1.01986160922012,"spatial",TRUE,1,1000,500
"latent",49,5,21.329088539572,14.122666173226,0.326530612244898,20.8071258745975,-1.40427390433671,16.8048898820439,-1.40427390433671,0.983383422387651,1.02395035967004,"nonspatial",TRUE,1,1000,500
"observed",49,5,26.1348737869584,14.5327046398694,0.938775510204082,95.6252842671926,0.148466198302424,20.4789781488039,0.148466198302424,0.974744418416464,1.01822386979288,"nonspatial",TRUE,1,1000,500
"latent",49,5,17.0941523838211,10.1241208729496,0.836734693877551,52.0750020196354,-0.467619644535396,14.0195679988989,-0.467619644535396,0.989684140126051,1.03567763763882,"spatial",TRUE,2,1000,500
"observed",49,5,23.0771542067658,13.0813679490025,0.938775510204082,92.1659263104316,0.101761628608399,18.1420799751526,0.101761628608399,0.979494462296583,1.01083019313954,"spatial",TRUE,2,1000,500
"latent",49,5,17.199161586499,11.8066952885943,0.326530612244898,19.8163708346367,-0.420406370543651,14.0946547114222,-0.420406370543651,0.98954610021802,1.03564102339281,"nonspatial",TRUE,2,1000,500
"observed",49,5,22.9631953454464,13.0547892327152,0.938775510204082,90.942609272304,-0.0209768981372894,18.0344422770817,-0.0209768981372894,0.979697174088516,1.01067380299029,"nonspatial",TRUE,2,1000,500
"latent",49,5,18.3766564002494,10.5613715089805,0.979591836734694,72.6815913248633,-0.965120950808841,14.8345349825199,-0.965120950808841,0.987392001991558,1.00321173559944,"spatial",TRUE,3,1000,500
"observed",49,5,26.2480169785765,15.0865251109579,0.959183673469388,107.586762828385,0.325672791286688,21.8093594013867,0.325672791286688,0.974324485467937,0.995458589917751,"spatial",TRUE,3,1000,500
"latent",49,5,21.171322165662,14.8140532580997,0.36734693877551,24.1950356716697,-1.36758551590492,17.7543353319006,-1.36758551590492,0.983251042276535,0.997430050441528,"nonspatial",TRUE,3,1000,500
"observed",49,5,28.2796704014217,16.3491918393098,0.959183673469388,113.602683748796,0.0508888321162812,23.7468811728278,0.0508888321162812,0.970167463080313,0.98982189099813,"nonspatial",TRUE,3,1000,500
"latent",49,5,15.1368480711614,8.64918488746945,1,74.2710813536814,0.0310913615944961,11.6511481847336,0.0310913615944961,0.992369968405518,1.03329485119655,"spatial",TRUE,4,1000,500
"observed",49,5,22.0018504693709,12.4861578348929,0.959183673469388,97.9101397969957,-0.209091179424874,17.2056717115705,-0.209091179424874,0.982343131918585,1.01083570137722,"spatial",TRUE,4,1000,500
"latent",49,5,25.7458592288862,18.737577618272,0.326530612244898,28.4035234464643,0.547866217374888,21.9813090045987,0.547866217374888,0.976853779726238,1.03610465464749,"nonspatial",TRUE,4,1000,500
"observed",49,5,33.7821125751102,19.5058863568045,0.959183673469388,131.700910017447,0.130116399672093,28.0343984473411,0.130116399672093,0.957715411375499,1.0021662294799,"nonspatial",TRUE,4,1000,500
"latent",49,5,20.5416112118455,12.2750683389766,0.877551020408163,58.4839138262576,-0.709015137252098,16.7706081200232,-0.709015137252098,0.987797613629933,0.972539776249422,"spatial",TRUE,5,1000,500
"observed",49,5,25.8808858296636,14.863879140476,0.918367346938776,95.4774430383488,-0.293958855482395,20.8406758909601,-0.293958855482395,0.980943494120457,0.990206842793823,"spatial",TRUE,5,1000,500
"latent",49,5,20.6849515516884,14.171086623601,0.387755102040816,21.3869629209138,-0.290857295188643,16.4311273403367,-0.290857295188643,0.987419227090847,0.979993222858091,"nonspatial",TRUE,5,1000,500
"observed",49,5,24.5582969018866,14.0478643919141,0.959183673469388,98.8061073411411,-0.0208966035119172,19.9953093715986,-0.0208966035119172,0.982812672249227,0.999760243160664,"nonspatial",TRUE,5,1000,500
"latent",49,5,23.6702767947926,13.7811452810999,0.795918367346939,62.3798916433081,0.0757822787335456,17.9901601478989,0.0757822787335456,0.982038514591003,0.950250124344568,"spatial",TRUE,6,1000,500
"observed",49,5,27.3689513478938,15.85039896053,0.938775510204082,104.153286941772,-0.699498308948193,23.1274574405875,-0.699498308948193,0.976233737133346,0.98159072663217,"spatial",TRUE,6,1000,500
"latent",49,5,24.2783663787059,15.9625421317411,0.448979591836735,22.3691640577197,0.435354741285938,18.3732896510105,0.435354741285938,0.980989875433006,0.950929227699333,"nonspatial",TRUE,6,1000,500
"observed",49,5,27.6413391370868,15.9549728448283,0.938775510204082,103.727145298149,-0.369641260196051,23.2472913276084,-0.369641260196051,0.975704426867422,0.98340256350101,"nonspatial",TRUE,6,1000,500
"latent",49,5,15.6214955432222,9.26952830970748,1,72.3498911342589,0.89097467278127,13.1556665302539,0.89097467278127,0.990965082634744,0.980516905323957,"spatial",TRUE,7,1000,500
"observed",49,5,26.8902834158066,15.0724025645496,0.959183673469388,110.537434017765,-0.599015546304621,20.7655330885299,-0.599015546304621,0.973780657335943,0.988247213535247,"spatial",TRUE,7,1000,500
"latent",49,5,17.3599518432345,12.152615659902,0.387755102040816,24.3498500088432,1.15635425996766,14.6522249377834,1.15635425996766,0.988826608148896,0.979121728490295,"nonspatial",TRUE,7,1000,500
"observed",49,5,28.6538136927453,16.1811032575082,0.918367346938776,112.472975023529,-0.241352724811766,22.0500915608089,-0.241352724811766,0.970187334855314,0.985541905422477,"nonspatial",TRUE,7,1000,500
"latent",49,5,17.6947282429092,10.2086652916132,0.877551020408163,54.883938884568,-1.24761546467561,13.8290908680953,-1.24761546467561,0.989746839495817,0.988202145562991,"spatial",TRUE,8,1000,500
"observed",49,5,21.2654247773845,11.9556473044054,0.979591836734694,88.0730346969091,0.0401371977873906,16.6922768845232,0.0401371977873906,0.985628549719937,1.00520134621997,"spatial",TRUE,8,1000,500
"latent",49,5,18.9467880261261,12.9815600826876,0.387755102040816,18.8739327812444,-1.20113807229287,15.1149805238528,-1.20113807229287,0.98821940413704,0.987730623615352,"nonspatial",TRUE,8,1000,500
"observed",49,5,22.5004378126432,12.7061318252537,0.959183673469388,88.2161384383747,0.129991560012418,17.8444788714299,0.129991560012418,0.983895228143103,1.00512400682598,"nonspatial",TRUE,8,1000,500
"latent",49,5,16.6200248362322,9.54237444593563,1,73.1103561934212,-0.822633885149905,12.8905379934389,-0.822633885149905,0.990546121833151,1.00081073510298,"spatial",TRUE,9,1000,500
"observed",49,5,23.4704852517729,13.5074509863129,0.959183673469388,95.1328992423628,-1.57063703147325,19.3490390704862,-1.57063703147325,0.981264719337635,0.995645306977809,"spatial",TRUE,9,1000,500
"latent",49,5,29.1173415916618,21.2935252767658,0.346938775510204,27.3714186151782,0.458971787960865,24.3600695358797,0.458971787960865,0.970710169344366,0.986860692089128,"nonspatial",TRUE,9,1000,500
"observed",49,5,32.9434507354272,19.0486858938228,0.938775510204082,126.549875435207,-0.210519307134122,27.3432637837324,-0.210519307134122,0.962704514825837,0.982541986612709,"nonspatial",TRUE,9,1000,500
"latent",49,5,17.0674763394927,9.7417267314149,0.938775510204082,64.2792517014122,-1.6639891433641,14.0023381988217,-1.6639891433641,0.989098369884602,1.00521747144847,"spatial",TRUE,10,1000,500
"observed",49,5,20.9050234198244,12.0376305310163,0.959183673469388,87.4030448374204,-0.688499543614554,16.462767765728,-0.688499543614554,0.983823816063791,1.01006551577228,"spatial",TRUE,10,1000,500
"latent",49,5,26.7539324654491,19.5346001915463,0.26530612244898,25.3479524987883,-0.685342315538654,22.6356374973619,-0.685342315538654,0.972757004204881,1.0092812655345,"nonspatial",TRUE,10,1000,500
"observed",49,5,29.6242985654818,17.0912356558378,0.979591836734694,115.724310441601,0.170319426003536,25.6140956196454,0.170319426003536,0.967195318162579,1.01368897092473,"nonspatial",TRUE,10,1000,500
"latent",49,5,3.4419611306507,2.47906981989642,1,37.5417511704091,-1.43292074926249,3.11841344341462,-1.43292074926249,0.999721522507748,1.01221161280967,"spatial",TRUE,1,0,250
"observed",49,5,17.7241399050502,10.2220310199078,0.938775510204082,65.6128109013445,-0.0547284581067154,14.7596705921396,-0.0547284581067154,0.988838616401902,1.00757162770874,"spatial",TRUE,1,0,250
"latent",49,5,3.45918575733018,1.959166197836,1,14.257302667307,-1.44756917027496,3.09540253686913,-1.44756917027496,0.99972730402886,1.0129166983876,"nonspatial",TRUE,1,0,250
"observed",49,5,17.7435819574599,10.2043388229668,0.938775510204082,65.3205883049805,0.0369627596302165,14.7612585900836,0.0369627596302165,0.988818824937876,1.00822300567901,"nonspatial",TRUE,1,0,250
"latent",49,5,3.5340535861964,2.51386609066715,1,37.5281470714212,-0.611976357372669,2.49321404389805,-0.611976357372669,0.999746323966058,1.01938706774606,"spatial",TRUE,2,0,250
"observed",49,5,18.0806216338154,10.157050433394,0.918367346938776,67.9396402528904,-0.143635402462417,13.5655217845172,-0.143635402462417,0.987920556581583,0.994985560974575,"spatial",TRUE,2,0,250
"latent",49,5,3.57415714243158,1.98850985767274,0.959183673469388,14.7563350653138,-0.669036729088812,2.51211629018793,-0.669036729088812,0.999736503298503,1.01926566779322,"nonspatial",TRUE,2,0,250
"observed",49,5,18.0906305941127,10.1890020170641,0.897959183673469,67.8425714207991,-0.0681775332121344,13.5720351402462,-0.0681775332121344,0.987907745189826,0.994741482261419,"nonspatial",TRUE,2,0,250
"latent",49,5,2.20678002110731,2.14493765428303,1,37.9599589339523,-1.51652819821338,1.91828679253608,-1.51652819821338,0.999908580756566,1.00121536460415,"spatial",TRUE,3,0,250
"observed",49,5,17.1020716591483,9.74818853197522,0.959183673469388,67.8731827290177,-0.153980893314363,13.4359435278831,-0.153980893314363,0.989530344217669,0.993368199919707,"spatial",TRUE,3,0,250
"latent",49,5,2.09904873745235,1.27980942019716,1,14.5306910979585,-1.42513216772643,1.81869572359226,-1.42513216772643,0.999915954856203,1.00149735260895,"nonspatial",TRUE,3,0,250
"observed",49,5,17.029892175328,9.72989194348016,0.959183673469388,67.1716804933855,-0.184900846138246,13.3842083157916,-0.184900846138246,0.98961879032126,0.993485654025596,"nonspatial",TRUE,3,0,250
"latent",49,5,5.3673873863144,2.94544253049074,1,39.5256937913416,0.502943402443196,3.39758703143655,0.502943402443196,0.99976071324769,1.04125880319392,"spatial",TRUE,4,0,250
"observed",49,5,17.8661606008102,10.1152233422104,0.959183673469388,70.0350385126299,0.162529184685257,14.1541324048378,0.162529184685257,0.988073133082585,1.00939677450946,"spatial",TRUE,4,0,250
"latent",49,5,5.40424329956254,2.36819003289981,0.938775510204082,15.1695854598269,0.535954272449371,3.36078786085552,0.535954272449371,0.999745688226252,1.04120422369453,"nonspatial",TRUE,4,0,250
"observed",49,5,17.9662778494278,10.2103864688401,0.938775510204082,70.2145629276459,0.304476680162705,14.2570888280293,0.304476680162705,0.987939337309554,1.00929316057622,"nonspatial",TRUE,4,0,250
"latent",49,5,3.68370107641388,2.40134776875019,1,35.2587967732654,-0.454037348519782,2.65806633891657,-0.454037348519782,0.999864678063394,0.974442560622204,"spatial",TRUE,5,0,250
"observed",49,5,16.1816554944742,9.14360185429934,0.918367346938776,63.412635157948,-0.0571819104481886,12.7596541855402,-0.0571819104481886,0.991134778984667,0.995889483005238,"spatial",TRUE,5,0,250
"latent",49,5,3.58166054635255,1.79323033856254,1,13.6298210642265,-0.377574006137411,2.59008282024803,-0.377574006137411,0.999879771191378,0.974778885068469,"nonspatial",TRUE,5,0,250
"observed",49,5,16.1566796043688,9.14758609065083,0.918367346938776,62.6063060113147,-0.0926012253165906,12.7744806313398,-0.0926012253165906,0.991164379997979,0.99544664476353,"nonspatial",TRUE,5,0,250
"latent",49,5,4.59120910398252,2.77528349089032,1,37.7149078344839,0.734061677186839,3.6583042606764,0.734061677186839,0.999924630377743,0.964910253538385,"spatial",TRUE,6,0,250
"observed",49,5,16.7206916109864,9.57206219645256,0.897959183673469,67.0243321965828,-0.00488888852671288,13.6002120643601,-0.00488888852671288,0.990752644769013,0.997622792889738,"spatial",TRUE,6,0,250
"latent",49,5,4.52661475394904,2.36834928208433,1,14.412050143081,0.661376454039243,3.63952016807894,0.661376454039243,0.999939622450729,0.964974586702059,"nonspatial",TRUE,6,0,250
"observed",49,5,16.5979537084574,9.52239057068117,0.918367346938776,66.4684740388623,-0.184099247245589,13.5711478198824,-0.184099247245589,0.990890018992737,0.997490383192694,"nonspatial",TRUE,6,0,250
"latent",49,5,3.37971266882736,2.50723514050917,1,41.4617769994895,1.17103944300518,2.40658270127334,1.17103944300518,0.999792697027764,0.98279799024027,"spatial",TRUE,7,0,250
"observed",49,5,18.3142082606782,10.4818854962634,0.938775510204082,72.4992470384278,-0.22945134996616,15.195844400662,-0.22945134996616,0.988394611591543,0.989267637501637,"spatial",TRUE,7,0,250
"latent",49,5,3.33813616946368,1.67684826797128,1,15.6609863549899,1.22836877762416,2.31959213011486,1.22836877762416,0.99980103838153,0.983167068291774,"nonspatial",TRUE,7,0,250
"observed",49,5,18.4123800372718,10.5169565355112,0.938775510204082,71.8531086735292,-0.172129593744865,15.1781220494726,-0.172129593744865,0.988260857930639,0.989907476061283,"nonspatial",TRUE,7,0,250
"latent",49,5,2.41438537468009,1.88716834634494,1,29.1537519510239,-1.19657331811544,1.90394194414966,-1.19657331811544,0.999919206924283,0.987750299005066,"spatial",TRUE,8,0,250
"observed",49,5,12.4674166966256,7.03263477779013,0.959183673469388,50.8302548922932,0.05029768877462,9.7734816537412,0.05029768877462,0.994679570507704,1.00558790269685,"spatial",TRUE,8,0,250
"latent",49,5,2.3701590308513,1.29296109810719,1,10.6742667795171,-1.18867708422843,1.85392596724095,-1.18867708422843,0.999928861655016,0.987536601592026,"nonspatial",TRUE,8,0,250
"observed",49,5,12.4399487924515,6.98566559277161,0.959183673469388,49.6527860199749,0.0916691576980991,9.70283691051732,0.0916691576980991,0.994702215812705,1.00538187947958,"nonspatial",TRUE,8,0,250
"latent",49,5,1.56210349278861,2.01012686165381,1,37.2324160321379,0.545881000962761,1.21695160913155,0.545881000962761,0.999930788269109,0.996115751462952,"spatial",TRUE,9,0,250
"observed",49,5,16.4418230804164,9.42147345634894,0.959183673469388,66.0634522022091,-0.142704654369012,13.2151226643033,-0.142704654369012,0.990403036989852,0.991923293980939,"spatial",TRUE,9,0,250
"latent",49,5,1.66684556319327,1.08676955427908,1,14.0305928228051,0.620402429175947,1.25120700697329,0.620402429175947,0.999925845189768,0.995191856930883,"nonspatial",TRUE,9,0,250
"observed",49,5,16.3451709632184,9.38135147479922,0.938775510204082,65.6222039883659,-0.0421268323648905,13.0770159662804,-0.0421268323648905,0.990517633253094,0.991703886832614,"nonspatial",TRUE,9,0,250
"latent",49,5,1.63229710941288,1.88552591579392,1,33.8685541951332,-0.93221421270116,1.39712995129086,-0.93221421270116,0.999936595701508,0.998606687024954,"spatial",TRUE,10,0,250
"observed",49,5,14.5059471939636,8.227013213986,0.979591836734694,59.5257363822289,-0.0101677806860836,11.6188582813215,-0.0101677806860836,0.992607645182451,1.00322975909545,"spatial",TRUE,10,0,250
"latent",49,5,1.49731131935721,1.02935550918821,1,12.5826238737275,-0.887774310966946,1.26314808950577,-0.887774310966946,0.999948446293722,0.998928160376825,"nonspatial",TRUE,10,0,250
"observed",49,5,14.4273894259583,8.17336896486281,0.938775510204082,58.0682519568514,0.0733398673139364,11.5351113673756,0.0733398673139364,0.992687869061296,1.00317788514886,"nonspatial",TRUE,10,0,250
"latent",49,5,19.1150561823994,11.1701488003987,0.816326530612245,49.2079342190868,-1.24555658258681,15.024409879615,-1.24555658258681,0.986874403824118,1.02785277511699,"spatial",TRUE,1,50,250
"observed",49,5,26.2204905479993,14.8411081472762,0.857142857142857,90.931010756881,0.172699449398945,20.5773180552061,0.172699449398945,0.974909454490579,1.02208424417405,"spatial",TRUE,1,50,250
"latent",49,5,19.0924408844119,12.5642231955167,0.408163265306122,19.6127097433963,-1.27630446552218,14.982157725807,-1.27630446552218,0.986935149082011,1.02884653762952,"nonspatial",TRUE,1,50,250
