"fold","variable","rhat","ess_bulk","ess_tail","passed","model","iterations","burn_in","thin","prediction_draws","rep_id","eff_range","prior_scale"
4,"tau_B_sq",1.00135773006629,3743.90419296965,3737.50004836717,TRUE,"nonspatial",10000,5001,10,2000,7,150,500
4,"lp",1.00114703191605,2988.13328884735,3170.65958855227,TRUE,"nonspatial",10000,5001,10,2000,7,150,500
5,"tau_B_sq",1.00086950001001,3890.46153960464,3764.59170051672,TRUE,"nonspatial",10000,5001,10,2000,7,150,500
5,"lp",1.00075322382538,2975.56117332263,3146.86198352669,TRUE,"nonspatial",10000,5001,10,2000,7,150,500
1,"tau_B_sq",1.00519856463677,1442.49105466924,1047.90092164953,TRUE,"spatial",10000,5001,10,2000,8,150,500
1,"sigma_sq",1.00249661826252,1427.80627985112,1809.3209300602,TRUE,"spatial",10000,5001,10,2000,8,150,500
1,"eff_range",1.00277821913946,1259.94330291418,1522.7859667507,TRUE,"spatial",10000,5001,10,2000,8,150,500
1,"lp",1.00203615800855,1150.7499430171,1194.90999496934,TRUE,"spatial",10000,5001,10,2000,8,150,500
2,"tau_B_sq",1.00197379949549,1402.52900966772,1120.43160103188,TRUE,"spatial",10000,5001,10,2000,8,150,500
2,"sigma_sq",1.00281999556752,1523.09699367493,2123.9271456754,TRUE,"spatial",10000,5001,10,2000,8,150,500
2,"eff_range",1.00254453151286,1533.57927368485,1751.55013324408,TRUE,"spatial",10000,5001,10,2000,8,150,500
2,"lp",1.00448770808065,1114.21230394666,1409.2040937329,TRUE,"spatial",10000,5001,10,2000,8,150,500
3,"tau_B_sq",1.00179568262573,1444.14095795558,1504.20098932079,TRUE,"spatial",10000,5001,10,2000,8,150,500
3,"sigma_sq",1.00191062229563,1672.18958085093,1948.00181613351,TRUE,"spatial",10000,5001,10,2000,8,150,500
3,"eff_range",1.00230951617434,1369.10406407991,1876.7022790249,TRUE,"spatial",10000,5001,10,2000,8,150,500
3,"lp",1.00448224823486,1070.23305895574,1501.99273800394,TRUE,"spatial",10000,5001,10,2000,8,150,500
4,"tau_B_sq",1.00463337635204,1436.94720120339,1166.17791431273,TRUE,"spatial",10000,5001,10,2000,8,150,500
4,"sigma_sq",1.00262322584007,1415.12340813188,1842.88485130983,TRUE,"spatial",10000,5001,10,2000,8,150,500
4,"eff_range",1.00163027932127,1462.30417148727,1817.24744331076,TRUE,"spatial",10000,5001,10,2000,8,150,500
4,"lp",1.00515297846098,1261.13555206609,1400.24199429243,TRUE,"spatial",10000,5001,10,2000,8,150,500
5,"tau_B_sq",1.00435391033625,1489.47326134842,1170.53081974176,TRUE,"spatial",10000,5001,10,2000,8,150,500
5,"sigma_sq",1.00550994957709,1215.49325341422,2009.46626707307,TRUE,"spatial",10000,5001,10,2000,8,150,500
5,"eff_range",1.0023170731442,1491.01987753369,1679.73285504816,TRUE,"spatial",10000,5001,10,2000,8,150,500
5,"lp",1.00825441463153,1266.22658560419,1640.94869289643,TRUE,"spatial",10000,5001,10,2000,8,150,500
1,"tau_B_sq",1.0019832790998,3938.33579988452,3870.80152720534,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
1,"lp",1.00223185697458,3180.88198534144,2930.57701131356,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
2,"tau_B_sq",1.00108474874947,3848.34629204577,4419.48375416274,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
2,"lp",1.0009564755706,3112.07042766151,3258.54126607645,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
3,"tau_B_sq",1.00092851336208,3815.92466458279,3697.93548208956,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
3,"lp",1.00061176625773,2805.58837074534,3008.89183661348,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
4,"tau_B_sq",1.00161981948138,3848.35098107607,3784.40315457856,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
4,"lp",1.00263974896752,3014.80356885224,3235.26827999568,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
5,"tau_B_sq",1.0016566371883,3844.98038845817,4165.67134266073,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
5,"lp",1.00149320046237,2885.75591558321,3166.52137426293,TRUE,"nonspatial",10000,5001,10,2000,8,150,500
1,"tau_B_sq",1.00403572553196,1517.44912594204,1795.24645729732,TRUE,"spatial",10000,5001,10,2000,9,150,500
1,"sigma_sq",1.00302137393633,1514.96603360677,1914.45225428512,TRUE,"spatial",10000,5001,10,2000,9,150,500
1,"eff_range",1.00261404720005,1476.54696807006,1919.68250451254,TRUE,"spatial",10000,5001,10,2000,9,150,500
1,"lp",1.00411807639826,996.015884023837,1138.06357848412,TRUE,"spatial",10000,5001,10,2000,9,150,500
2,"tau_B_sq",1.00342785381465,1308.4273897737,1229.40570630182,TRUE,"spatial",10000,5001,10,2000,9,150,500
2,"sigma_sq",1.00371584175837,1386.97955205517,1924.14634725334,TRUE,"spatial",10000,5001,10,2000,9,150,500
2,"eff_range",1.00166484444801,1117.63509045599,1844.39210573921,TRUE,"spatial",10000,5001,10,2000,9,150,500
2,"lp",1.00417610943167,1492.57260267815,1526.37846628282,TRUE,"spatial",10000,5001,10,2000,9,150,500
3,"tau_B_sq",1.00232893198243,1429.46397066605,1163.67620618881,TRUE,"spatial",10000,5001,10,2000,9,150,500
3,"sigma_sq",1.002835060182,1285.7065162576,1560.20045091347,TRUE,"spatial",10000,5001,10,2000,9,150,500
3,"eff_range",1.00429180853419,1511.50016150423,2049.47716182651,TRUE,"spatial",10000,5001,10,2000,9,150,500
3,"lp",1.00235408054326,1271.2245515916,1232.74753059776,TRUE,"spatial",10000,5001,10,2000,9,150,500
4,"tau_B_sq",1.00134414531516,1438.8717418759,1204.54736143573,TRUE,"spatial",10000,5001,10,2000,9,150,500
4,"sigma_sq",1.00338803676803,1298.76227656082,1760.00355521542,TRUE,"spatial",10000,5001,10,2000,9,150,500
4,"eff_range",1.00292954473641,1469.95138815188,1607.93363912917,TRUE,"spatial",10000,5001,10,2000,9,150,500
4,"lp",1.00204152281044,1211.63908665619,1444.36125044978,TRUE,"spatial",10000,5001,10,2000,9,150,500
5,"tau_B_sq",1.00159453476456,1225.19915906191,954.085534015317,TRUE,"spatial",10000,5001,10,2000,9,150,500
5,"sigma_sq",1.00084584466549,1204.86374096261,1899.59988179388,TRUE,"spatial",10000,5001,10,2000,9,150,500
5,"eff_range",1.00140827781876,1261.90971265011,1769.32733648152,TRUE,"spatial",10000,5001,10,2000,9,150,500
5,"lp",1.00305502329456,1203.24308310163,1527.22455115701,TRUE,"spatial",10000,5001,10,2000,9,150,500
1,"tau_B_sq",1.00179835345558,4067.06031530824,3900.98057209017,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
1,"lp",1.00093730011203,2841.62420732193,2693.3205648965,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
2,"tau_B_sq",1.00144930548469,3789.30599606316,4539.17084224045,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
2,"lp",1.00180224500996,2943.15424874015,3189.37601089099,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
3,"tau_B_sq",1.00338269548216,3943.72390749178,4293.89458378129,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
3,"lp",1.00328428116851,2929.91046042195,2741.33817553608,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
4,"tau_B_sq",1.00109468635442,3525.40856965931,3633.39888362751,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
4,"lp",1.00137248424685,2800.58123485651,2492.30536409194,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
5,"tau_B_sq",1.00103872304771,3806.61554932987,3761.29761384204,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
5,"lp",1.00192034057022,3093.12104677841,3235.14368195023,TRUE,"nonspatial",10000,5001,10,2000,9,150,500
1,"tau_B_sq",1.00411985927251,1372.24176920726,1218.20274668329,TRUE,"spatial",10000,5001,10,2000,10,150,500
1,"sigma_sq",1.0036197259304,1554.1101865287,2049.7418758248,TRUE,"spatial",10000,5001,10,2000,10,150,500
1,"eff_range",1.0016565120868,1242.97457577728,1788.03368859983,TRUE,"spatial",10000,5001,10,2000,10,150,500
1,"lp",1.00106481958989,1239.08325638088,1617.93767423819,TRUE,"spatial",10000,5001,10,2000,10,150,500
2,"tau_B_sq",1.00253872258489,1545.90183277117,1478.71619217052,TRUE,"spatial",10000,5001,10,2000,10,150,500
2,"sigma_sq",1.00089780465621,1618.9619134246,2239.95077562362,TRUE,"spatial",10000,5001,10,2000,10,150,500
2,"eff_range",1.00276168587547,1377.4273155763,2059.78573483575,TRUE,"spatial",10000,5001,10,2000,10,150,500
2,"lp",1.00181587282827,1352.25013876349,1727.01944146703,TRUE,"spatial",10000,5001,10,2000,10,150,500
3,"tau_B_sq",1.00322729982171,1175.80441043344,969.115107879403,TRUE,"spatial",10000,5001,10,2000,10,150,500
3,"sigma_sq",1.00355377718805,1382.38880199021,1991.98840887209,TRUE,"spatial",10000,5001,10,2000,10,150,500
3,"eff_range",1.0065158432102,1080.3734481777,1617.89886162532,TRUE,"spatial",10000,5001,10,2000,10,150,500
3,"lp",1.00449827689606,1210.55076574825,1471.13191043751,TRUE,"spatial",10000,5001,10,2000,10,150,500
4,"tau_B_sq",1.00151438784133,894.395814624522,905.901858020182,TRUE,"spatial",10000,5001,10,2000,10,150,500
4,"sigma_sq",1.0008762250558,1117.2484528189,1600.45887269526,TRUE,"spatial",10000,5001,10,2000,10,150,500
4,"eff_range",1.00340058293553,1025.5936537929,1386.52358079628,TRUE,"spatial",10000,5001,10,2000,10,150,500
4,"lp",1.00398295282059,1019.52983962809,1168.09826444831,TRUE,"spatial",10000,5001,10,2000,10,150,500
5,"tau_B_sq",1.00217037896607,1384.61080405957,1235.66413754728,TRUE,"spatial",10000,5001,10,2000,10,150,500
5,"sigma_sq",1.00287777661744,1339.5995002778,1910.44735089361,TRUE,"spatial",10000,5001,10,2000,10,150,500
5,"eff_range",1.00199108641913,1501.09809968952,1536.3350732973,TRUE,"spatial",10000,5001,10,2000,10,150,500
5,"lp",1.00343193411214,1236.85902570403,1745.06975426186,TRUE,"spatial",10000,5001,10,2000,10,150,500
1,"tau_B_sq",1.00197446086443,3970.5910573331,3890.97096732393,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
1,"lp",1.00187834695459,2849.75746930012,2838.61990189964,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
2,"tau_B_sq",1.00096113736503,3744.28349741708,3844.35282284145,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
2,"lp",1.00094462420373,3006.57860655445,2503.98528811957,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
3,"tau_B_sq",1.00186934149109,3966.75965492147,3791.66577961365,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
3,"lp",1.00172692886278,2715.7028085406,2335.22033491832,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
4,"tau_B_sq",1.00045696429503,3963.01370496621,3916.63094136003,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
4,"lp",1.00068038537917,3119.7465809468,3403.97193433799,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
5,"tau_B_sq",1.00097422501314,3742.59525360204,3732.47408253838,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
5,"lp",1.00050656523139,2439.61713266298,2597.59358177702,TRUE,"nonspatial",10000,5001,10,2000,10,150,500
1,"tau_B_sq",1.00281490189431,1415.46745353368,1548.52483597682,TRUE,"spatial",10000,5001,10,2000,1,350,500
1,"sigma_sq",1.00514686950085,1527.84432017861,2142.52797208316,TRUE,"spatial",10000,5001,10,2000,1,350,500
1,"eff_range",1.0021805393064,1375.44115501847,1978.99041264999,TRUE,"spatial",10000,5001,10,2000,1,350,500
1,"lp",1.00386309551359,1453.86219758776,1777.56965748097,TRUE,"spatial",10000,5001,10,2000,1,350,500
2,"tau_B_sq",1.005564442542,1329.3218289524,1237.78226302326,TRUE,"spatial",10000,5001,10,2000,1,350,500
2,"sigma_sq",1.00399479501363,1556.99079116582,1977.62128692254,TRUE,"spatial",10000,5001,10,2000,1,350,500
2,"eff_range",1.00131693574721,1656.17470817179,2086.14231405341,TRUE,"spatial",10000,5001,10,2000,1,350,500
2,"lp",1.00670720371637,1351.01468838294,1600.87051660199,TRUE,"spatial",10000,5001,10,2000,1,350,500
3,"tau_B_sq",1.0022798245692,1489.81431499505,1310.36284739755,TRUE,"spatial",10000,5001,10,2000,1,350,500
3,"sigma_sq",1.00158062829985,1539.79457829907,1693.14695345867,TRUE,"spatial",10000,5001,10,2000,1,350,500
3,"eff_range",1.00262841888138,1350.62515988364,2025.79985675402,TRUE,"spatial",10000,5001,10,2000,1,350,500
3,"lp",1.00291403740954,1396.95652659584,1725.97014928039,TRUE,"spatial",10000,5001,10,2000,1,350,500
4,"tau_B_sq",1.0047647227426,1321.61323525428,1621.74140944811,TRUE,"spatial",10000,5001,10,2000,1,350,500
4,"sigma_sq",1.00269873495176,1470.70403216003,1823.97267246851,TRUE,"spatial",10000,5001,10,2000,1,350,500
4,"eff_range",1.0095191344379,1116.91876180317,1216.8761760857,TRUE,"spatial",10000,5001,10,2000,1,350,500
4,"lp",1.00377409383088,1128.42523463411,1577.14888861949,TRUE,"spatial",10000,5001,10,2000,1,350,500
5,"tau_B_sq",1.00294793914678,1413.94375038405,1488.17131817366,TRUE,"spatial",10000,5001,10,2000,1,350,500
5,"sigma_sq",1.00458513670332,1620.58140405534,1860.8945213839,TRUE,"spatial",10000,5001,10,2000,1,350,500
5,"eff_range",1.00361074818982,1642.79644463749,1979.60460058243,TRUE,"spatial",10000,5001,10,2000,1,350,500
5,"lp",1.0015688952194,1320.74308561038,1425.20287610219,TRUE,"spatial",10000,5001,10,2000,1,350,500
1,"tau_B_sq",1.00068816446166,3743.05498821886,4017.5616184915,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
1,"lp",1.00046571497375,2957.72504246888,2846.13096588252,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
2,"tau_B_sq",1.00160936888159,3706.99386432246,3862.24823200619,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
2,"lp",1.00201580506644,3046.23874042617,3101.520994968,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
3,"tau_B_sq",1.00182062995897,3688.7908069877,3531.26293746907,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
3,"lp",1.00200089647307,3022.40758117762,3057.45318347383,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
4,"tau_B_sq",1.00091260370603,3724.93874779895,4035.92029948431,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
4,"lp",1.00184861208223,3007.8476770453,2990.19075852588,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
5,"tau_B_sq",1.00116667929464,4037.61564505096,3947.90413672219,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
5,"lp",1.00075098766087,3144.78538559974,3124.11124395522,TRUE,"nonspatial",10000,5001,10,2000,1,350,500
1,"tau_B_sq",1.00136062127389,1449.37078028899,1345.38366980505,TRUE,"spatial",10000,5001,10,2000,2,350,500
1,"sigma_sq",1.00260577870228,1537.80141862285,1665.79378675439,TRUE,"spatial",10000,5001,10,2000,2,350,500
1,"eff_range",1.00302325359477,1413.87637223772,1923.05739743469,TRUE,"spatial",10000,5001,10,2000,2,350,500
1,"lp",1.00410670107,1283.14434712917,1439.10886440853,TRUE,"spatial",10000,5001,10,2000,2,350,500
2,"tau_B_sq",1.00499848701795,1319.54430747134,971.05097535149,TRUE,"spatial",10000,5001,10,2000,2,350,500
2,"sigma_sq",1.00364234280523,1174.73625514688,1992.02872951659,TRUE,"spatial",10000,5001,10,2000,2,350,500
2,"eff_range",1.00256890364658,1549.54231271925,2261.88960597573,TRUE,"spatial",10000,5001,10,2000,2,350,500
2,"lp",1.0033068620764,1371.04649850974,1476.06349874656,TRUE,"spatial",10000,5001,10,2000,2,350,500
3,"tau_B_sq",1.00247768457342,1363.06998483899,1522.00580267855,TRUE,"spatial",10000,5001,10,2000,2,350,500
3,"sigma_sq",1.00393067443038,1329.5113363415,1665.0092940299,TRUE,"spatial",10000,5001,10,2000,2,350,500
3,"eff_range",1.00337538674205,1557.40351873293,1703.53061898265,TRUE,"spatial",10000,5001,10,2000,2,350,500
3,"lp",1.00207362300766,1210.65109672463,1586.81196815879,TRUE,"spatial",10000,5001,10,2000,2,350,500
4,"tau_B_sq",1.00246393965846,1510.08471643508,1420.74870913676,TRUE,"spatial",10000,5001,10,2000,2,350,500
4,"sigma_sq",1.00179730391815,1621.69839055517,2350.79881029007,TRUE,"spatial",10000,5001,10,2000,2,350,500
4,"eff_range",1.0020038845116,1602.59516966339,1840.66185043131,TRUE,"spatial",10000,5001,10,2000,2,350,500
4,"lp",1.00497815719591,1177.04808883929,1111.86015448801,TRUE,"spatial",10000,5001,10,2000,2,350,500
5,"tau_B_sq",1.0014963203786,1603.43846627763,1297.75997138712,TRUE,"spatial",10000,5001,10,2000,2,350,500
5,"sigma_sq",1.00332372193639,1465.92078478526,1841.57812993863,TRUE,"spatial",10000,5001,10,2000,2,350,500
5,"eff_range",1.00231163366612,1589.86748341765,1929.50217011728,TRUE,"spatial",10000,5001,10,2000,2,350,500
5,"lp",1.00605013636701,1346.80185278142,1583.99603450603,TRUE,"spatial",10000,5001,10,2000,2,350,500
1,"tau_B_sq",1.00093034752234,3804.84713238182,3513.67302775382,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
1,"lp",1.00102873689136,2731.82426274525,2757.16008971408,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
2,"tau_B_sq",1.00088962188496,3874.02314248887,3870.22565600689,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
2,"lp",1.00078273753252,3020.63506395389,2943.01226583462,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
3,"tau_B_sq",1.00208317747694,3956.0160986641,3631.28475832604,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
3,"lp",1.00239679694637,3001.53165977522,2823.41997439815,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
4,"tau_B_sq",1.00088991835771,4204.75293529185,4342.3890233162,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
4,"lp",1.00058984911842,3056.09635872674,3333.9289959523,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
5,"tau_B_sq",1.00125430867989,3299.41858696619,3659.51771588525,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
5,"lp",1.00098566614734,2869.58311498564,2834.70054549739,TRUE,"nonspatial",10000,5001,10,2000,2,350,500
1,"tau_B_sq",1.00450255910694,1006.39560812999,848.721814303227,TRUE,"spatial",10000,5001,10,2000,3,350,500
1,"sigma_sq",1.00297549093988,1157.76593735255,1627.68395719838,TRUE,"spatial",10000,5001,10,2000,3,350,500
1,"eff_range",1.00230601247684,1092.02637468925,1793.69002656892,TRUE,"spatial",10000,5001,10,2000,3,350,500
1,"lp",1.00618600432335,1232.95583707458,1308.60738025166,TRUE,"spatial",10000,5001,10,2000,3,350,500
2,"tau_B_sq",1.00393397682348,1040.58361388163,604.070831945586,TRUE,"spatial",10000,5001,10,2000,3,350,500
2,"sigma_sq",1.00410766707794,1226.98536885867,1963.36662376005,TRUE,"spatial",10000,5001,10,2000,3,350,500
2,"eff_range",1.00231891022563,1371.87682033333,1888.44575174845,TRUE,"spatial",10000,5001,10,2000,3,350,500
2,"lp",1.00419132627211,1104.42489853042,1642.99769844838,TRUE,"spatial",10000,5001,10,2000,3,350,500
3,"tau_B_sq",1.00242367995575,1076.10943927052,949.501410896811,TRUE,"spatial",10000,5001,10,2000,3,350,500
3,"sigma_sq",1.00260790143707,1204.09033022307,1441.55884839012,TRUE,"spatial",10000,5001,10,2000,3,350,500
3,"eff_range",1.00452691112931,1264.00469390727,1794.41263719101,TRUE,"spatial",10000,5001,10,2000,3,350,500
3,"lp",1.00254161186755,1142.93824072107,1171.0751480692,TRUE,"spatial",10000,5001,10,2000,3,350,500
4,"tau_B_sq",1.00426984698361,974.638664735929,773.784125339639,TRUE,"spatial",10000,5001,10,2000,3,350,500
4,"sigma_sq",1.0048065212247,1017.64795287699,1361.14213696317,TRUE,"spatial",10000,5001,10,2000,3,350,500
4,"eff_range",1.00181559191782,1377.80883037495,2012.4242062716,TRUE,"spatial",10000,5001,10,2000,3,350,500
4,"lp",1.00445953241715,977.006095238013,1278.51232327826,TRUE,"spatial",10000,5001,10,2000,3,350,500
5,"tau_B_sq",1.00817187228061,936.308480321205,739.043711357199,TRUE,"spatial",10000,5001,10,2000,3,350,500
5,"sigma_sq",1.00579114515168,1240.15593193943,1576.16191115317,TRUE,"spatial",10000,5001,10,2000,3,350,500
5,"eff_range",1.00497962802474,1133.15600053725,1626.64112267477,TRUE,"spatial",10000,5001,10,2000,3,350,500
5,"lp",1.00306832162727,1048.41897894445,1258.69420937937,TRUE,"spatial",10000,5001,10,2000,3,350,500
1,"tau_B_sq",1.00081117874018,3554.70488363876,3928.65633089568,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
1,"lp",1.00108806030009,2858.31334590192,2984.55740543994,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
2,"tau_B_sq",1.00045563429552,3605.60176036683,3928.38554582599,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
2,"lp",1.00083209830615,2905.89310110101,2930.73286995053,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
3,"tau_B_sq",1.00234756836816,3763.4505311868,4102.12144583223,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
3,"lp",1.00315841952808,3003.83210559157,3077.75355961875,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
4,"tau_B_sq",1.0004392105499,3548.29351049821,4320.44702055684,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
4,"lp",1.00089867262787,2810.05568661662,2972.98321000583,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
5,"tau_B_sq",1.00120845337293,4078.68893748263,3363.51416546397,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
5,"lp",1.00340195172684,2652.30446945573,2658.5104375723,TRUE,"nonspatial",10000,5001,10,2000,3,350,500
1,"tau_B_sq",1.00200656624371,1619.24160616844,2166.94577802062,TRUE,"spatial",20000,10001,20,2000,4,350,500
1,"sigma_sq",1.00250814063187,2593.69574900069,2732.68290135511,TRUE,"spatial",20000,10001,20,2000,4,350,500
1,"eff_range",1.0015641627217,1746.98136853759,1167.02421013862,TRUE,"spatial",20000,10001,20,2000,4,350,500
1,"lp",1.00199060958988,1512.65008291275,2437.04610832315,TRUE,"spatial",20000,10001,20,2000,4,350,500
2,"tau_B_sq",1.00174709049224,1720.89405730658,2030.90132890203,TRUE,"spatial",20000,10001,20,2000,4,350,500
2,"sigma_sq",1.00160513460836,2217.43800876773,2959.40813918378,TRUE,"spatial",20000,10001,20,2000,4,350,500
2,"eff_range",1.00195276853787,2127.66108172579,2903.02972587623,TRUE,"spatial",20000,10001,20,2000,4,350,500
2,"lp",1.00170640000453,1720.45086552545,1663.64639875216,TRUE,"spatial",20000,10001,20,2000,4,350,500
3,"tau_B_sq",1.00050603421443,1882.36173260769,1750.08993746176,TRUE,"spatial",20000,10001,20,2000,4,350,500
3,"sigma_sq",1.00146047993889,2017.4136762144,3208.74739523145,TRUE,"spatial",20000,10001,20,2000,4,350,500
3,"eff_range",1.00160197898653,2530.05172846853,3346.38777079666,TRUE,"spatial",20000,10001,20,2000,4,350,500
3,"lp",1.00193625756038,1870.38694773898,1671.7764641425,TRUE,"spatial",20000,10001,20,2000,4,350,500
4,"tau_B_sq",1.00114419426331,2222.69848892107,2660.67356806549,TRUE,"spatial",20000,10001,20,2000,4,350,500
4,"sigma_sq",1.00136692522562,2558.43599958873,2785.44207659715,TRUE,"spatial",20000,10001,20,2000,4,350,500
4,"eff_range",1.00104508373866,2368.33614230711,1748.19110988125,TRUE,"spatial",20000,10001,20,2000,4,350,500
4,"lp",1.00160851982272,1659.90264009505,2354.66289480279,TRUE,"spatial",20000,10001,20,2000,4,350,500
5,"tau_B_sq",1.00166728606119,2100.56471286741,2020.07795413877,TRUE,"spatial",20000,10001,20,2000,4,350,500
5,"sigma_sq",1.00092855875537,2777.18066430066,2769.41783696033,TRUE,"spatial",20000,10001,20,2000,4,350,500
5,"eff_range",1.00249441049171,2232.89709801499,1267.7014130645,TRUE,"spatial",20000,10001,20,2000,4,350,500
5,"lp",1.00509449425488,1611.18876068245,2025.56514230489,TRUE,"spatial",20000,10001,20,2000,4,350,500
1,"tau_B_sq",1.00087673158187,3603.14747174924,3938.89362545439,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
1,"lp",1.00110479334053,2924.6803036867,2564.25306104948,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
2,"tau_B_sq",1.00155288356553,3931.52008737232,3918.98570464231,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
2,"lp",1.00341318181718,3130.67533074203,2995.79984784478,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
3,"tau_B_sq",1.00165459095275,3620.77642584546,3905.14949007654,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
3,"lp",1.00222026641986,2629.98743387098,2703.42815529709,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
4,"tau_B_sq",1.00396822142358,3771.38154225446,3764.49312412948,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
4,"lp",1.00372049734022,2981.36107368293,3018.08102254398,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
5,"tau_B_sq",1.00166185649397,4031.96971171757,4350.1819717986,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
5,"lp",1.00141190203923,3088.70413429927,2584.2377411336,TRUE,"nonspatial",10000,5001,10,2000,4,350,500
1,"tau_B_sq",1.00188589567531,1498.97285754217,1298.0064591344,TRUE,"spatial",10000,5001,10,2000,5,350,500
1,"sigma_sq",1.0002889888083,1375.99874112719,1849.76023465887,TRUE,"spatial",10000,5001,10,2000,5,350,500
1,"eff_range",1.00307394857842,1255.71275864062,1665.92311362747,TRUE,"spatial",10000,5001,10,2000,5,350,500
1,"lp",1.00469266270561,1128.54219869102,1162.77937333118,TRUE,"spatial",10000,5001,10,2000,5,350,500
2,"tau_B_sq",1.00402097686144,944.250373589041,627.063544836023,TRUE,"spatial",10000,5001,10,2000,5,350,500
2,"sigma_sq",1.00421601946797,1085.90645363279,1550.94760297265,TRUE,"spatial",10000,5001,10,2000,5,350,500
2,"eff_range",1.00259126387,1465.7781585276,1925.1998097023,TRUE,"spatial",10000,5001,10,2000,5,350,500
2,"lp",1.00279566218684,1250.82823783973,1422.56860444712,TRUE,"spatial",10000,5001,10,2000,5,350,500
3,"tau_B_sq",1.0039862311671,1380.44443981083,1329.13991249287,TRUE,"spatial",10000,5001,10,2000,5,350,500
3,"sigma_sq",1.00241624349377,1595.4513555094,2277.89386131922,TRUE,"spatial",10000,5001,10,2000,5,350,500
3,"eff_range",1.00204026045746,1367.80461999742,2016.03280287685,TRUE,"spatial",10000,5001,10,2000,5,350,500
3,"lp",1.00279764406811,1201.70616705207,1316.27849294604,TRUE,"spatial",10000,5001,10,2000,5,350,500
4,"tau_B_sq",1.00611120886145,1199.83335963084,1114.75742997762,TRUE,"spatial",10000,5001,10,2000,5,350,500
4,"sigma_sq",1.0058891407572,1119.97470574816,1762.12404318764,TRUE,"spatial",10000,5001,10,2000,5,350,500
4,"eff_range",1.00299998951789,1481.02993962128,1990.27264902638,TRUE,"spatial",10000,5001,10,2000,5,350,500
4,"lp",1.0038348942954,1189.3256444177,1337.40148622718,TRUE,"spatial",10000,5001,10,2000,5,350,500
5,"tau_B_sq",1.00345985320324,1388.44593452215,1158.44850942293,TRUE,"spatial",10000,5001,10,2000,5,350,500
