"model","attempt","iterations","max_rhat","min_ess_bulk","min_ess_tail","passed","elapsed_seconds","rep_id","eff_range","prior_scale"
"nonspatial",1,10000,1.00176251850423,2555.53345332482,2174.23486816443,TRUE,6.11799999999994,7,1000,250
"spatial",1,10000,1.00866781494407,851.931534717432,760.116648075126,TRUE,273.427,8,1000,250
"nonspatial",1,10000,1.00292964816696,2696.79900990655,2392.79989764406,TRUE,6.1880000000001,8,1000,250
"spatial",1,10000,1.00738138577565,800.372080812334,684.722813801224,TRUE,275.257,9,1000,250
"nonspatial",1,10000,1.00327113974421,2544.54573091036,2508.22141471255,TRUE,6.7800000000002,9,1000,250
"spatial",1,10000,1.00725123557706,914.874690672833,684.795597456613,TRUE,274.841,10,1000,250
"nonspatial",1,10000,1.0018636494057,2433.50981792317,2510.12457816488,TRUE,6.49600000000009,10,1000,250
"spatial",1,10000,1.00390334924802,1059.43494969591,1002.30835528439,TRUE,274.783,1,0,1000
"nonspatial",1,10000,1.00150065798361,2787.75020108493,2342.89889479939,TRUE,6.46799999999985,1,0,1000
"spatial",1,10000,1.00658724787033,1187.89952027506,1365.99329767456,TRUE,274.393,2,0,1000
"nonspatial",1,10000,1.00232019630914,2719.66359750157,2915.93406330304,TRUE,6.46499999999969,2,0,1000
"spatial",1,10000,1.00518829381975,1152.51397323545,1340.45988590878,TRUE,274.599,3,0,1000
"nonspatial",1,10000,1.00231208459461,2802.16723749159,2706.95621692718,TRUE,6.44100000000026,3,0,1000
"spatial",1,10000,1.00527105447333,1278.48566511846,1393.92820377441,TRUE,274.633,4,0,1000
"nonspatial",1,10000,1.00261918145943,2503.29086848059,2365.56543392588,TRUE,6.47600000000011,4,0,1000
"spatial",1,10000,1.00821214199757,1122.93214142963,1309.82589365296,TRUE,274.696,5,0,1000
"nonspatial",1,10000,1.00233833592398,2722.03654072588,2541.38173564991,TRUE,6.48900000000003,5,0,1000
"spatial",1,10000,1.00369381344838,1393.76793615987,1500.44633347973,TRUE,274.826,6,0,1000
"nonspatial",1,10000,1.00268055241963,2715.14154441656,2457.99303581379,TRUE,6.48700000000008,6,0,1000
"spatial",1,10000,1.00514719849287,1274.10981503567,1476.35520452424,TRUE,274.904,7,0,1000
"nonspatial",1,10000,1.00183769319339,2953.30337904458,2575.4675856396,TRUE,6.22700000000032,7,0,1000
"spatial",1,10000,1.0052722841839,1228.56082185139,1247.94072184947,TRUE,274.959,8,0,1000
"nonspatial",1,10000,1.00282457002069,2641.18795669966,2671.50626282278,TRUE,6.16399999999976,8,0,1000
"spatial",1,10000,1.00487941620167,1254.4171163342,1325.68121511192,TRUE,274.165,9,0,1000
"nonspatial",1,10000,1.00157313944429,2748.84034749701,2588.25615092571,TRUE,6.26999999999998,9,0,1000
"spatial",1,10000,1.00457419776628,1206.71055673826,1488.45018213261,TRUE,272.853,10,0,1000
"nonspatial",1,10000,1.00293125926566,2638.00114803821,2706.95016306072,TRUE,6.01999999999998,10,0,1000
"spatial",1,10000,1.00506208654261,1197.37150061577,1375.40675243204,TRUE,270.618,1,50,1000
"nonspatial",1,10000,1.00234047286403,2906.40510881895,2456.08961694584,TRUE,6.36200000000008,1,50,1000
"spatial",1,10000,1.007466857777,1220.8624232301,1398.1480913532,TRUE,269.557,2,50,1000
"nonspatial",1,10000,1.00146441746618,2751.4852709554,2342.84416979984,TRUE,6.40900000000011,2,50,1000
"spatial",1,10000,1.00613100015052,1012.48891220225,1312.36614553394,TRUE,269.48,3,50,1000
"nonspatial",1,10000,1.00332303659893,2654.40855952002,2819.704673725,TRUE,6.35699999999997,3,50,1000
"spatial",1,10000,1.00417189844888,1095.27171055871,1277.37308909538,TRUE,268.116,4,50,1000
"nonspatial",1,10000,1.00335403509125,2981.30792268372,2710.81976039472,TRUE,6.13299999999981,4,50,1000
"spatial",1,10000,1.0060652019418,1045.15404368985,1428.47635107335,TRUE,267.863,5,50,1000
"nonspatial",1,10000,1.00202928108881,2750.75325010353,2692.20333151258,TRUE,6.13300000000027,5,50,1000
"spatial",1,10000,1.00529877648663,1199.64213198477,1408.51034451845,TRUE,269.82,6,50,1000
"nonspatial",1,10000,1.00260746872782,2653.03788554756,2258.39677059995,TRUE,6.54700000000003,6,50,1000
"spatial",1,10000,1.00534453425841,1163.99632151002,1321.5038142791,TRUE,268.053,7,50,1000
"nonspatial",1,10000,1.00248148513345,2576.00639637305,2783.17865212391,TRUE,6.10800000000017,7,50,1000
"spatial",1,10000,1.00757066674501,1154.57069979776,1457.45169924441,TRUE,268.19,8,50,1000
"nonspatial",1,10000,1.00223071532986,2952.13876081971,2668.72757586738,TRUE,6.63499999999976,8,50,1000
"spatial",1,10000,1.00606875835854,1208.92363430522,1106.37047033036,TRUE,268.148,9,50,1000
"nonspatial",1,10000,1.00366218988439,2535.06513825733,2581.43603520043,TRUE,6.39400000000023,9,50,1000
"spatial",1,10000,1.00498756914425,1113.75760663018,1482.47346973563,TRUE,268.688,10,50,1000
"nonspatial",1,10000,1.00333842886258,2566.02211210132,2659.18024163753,TRUE,6.1569999999997,10,50,1000
"spatial",1,10000,1.00580119817627,1007.5044939185,1333.02432454022,TRUE,268.214,1,150,1000
"nonspatial",1,10000,1.00255107591919,2684.6305031609,2199.89858164015,TRUE,6.12699999999995,1,150,1000
"spatial",1,10000,1.00572380647242,1081.08713687832,1222.19310323495,TRUE,267.985,2,150,1000
"nonspatial",1,10000,1.00343118134592,2894.16498913138,2378.8485753208,TRUE,6.38799999999992,2,150,1000
"spatial",1,10000,1.00690750055502,1156.1348739563,1317.5773132208,TRUE,267.984,3,150,1000
"nonspatial",1,10000,1.00256754339428,2695.4047545448,2446.75747056495,TRUE,6.125,3,150,1000
"spatial",1,10000,1.00638036646775,1258.47674321708,1210.07546874317,TRUE,268.094,4,150,1000
"nonspatial",1,10000,1.00217399849248,2862.22094892705,2461.4242150079,TRUE,6.16600000000017,4,150,1000
"spatial",1,10000,1.00452176231055,1177.09600255505,1440.35675571511,TRUE,269.088,5,150,1000
"nonspatial",1,10000,1.00209983334575,2517.5321975528,2572.49844342554,TRUE,6.0939999999996,5,150,1000
"spatial",1,10000,1.00800009865107,1141.90174523491,1196.16328715625,TRUE,270.131,6,150,1000
"nonspatial",1,10000,1.0024991464078,2707.54065219739,2181.72828137427,TRUE,6.63599999999997,6,150,1000
"spatial",1,10000,1.00497119146481,995.351990213704,1047.35546532115,TRUE,270.09,7,150,1000
"nonspatial",1,10000,1.00282226685733,2780.51914237491,2662.05350998763,TRUE,6.37000000000035,7,150,1000
"spatial",1,10000,1.00487464317395,1095.39089941,1396.24932317068,TRUE,270.251,8,150,1000
"nonspatial",1,10000,1.00294379422341,2870.06106264916,2536.1593111134,TRUE,6.13400000000001,8,150,1000
"spatial",1,10000,1.00687256862067,1166.19031971462,1332.1591242167,TRUE,270.408,9,150,1000
"nonspatial",1,10000,1.00248081345829,2729.88143869296,2636.56015156531,TRUE,6.17399999999998,9,150,1000
"spatial",1,10000,1.00750342138216,1090.74384528021,1125.43205989198,TRUE,270.161,10,150,1000
"nonspatial",1,10000,1.00323245431283,2722.96554547229,2456.55156623773,TRUE,6.13699999999972,10,150,1000
"spatial",1,10000,1.00594774982025,1286.50526916075,1465.88879893595,TRUE,270.106,1,350,1000
"nonspatial",1,10000,1.00320380547626,2727.64448982888,2341.71849285384,TRUE,6.40700000000015,1,350,1000
"spatial",1,10000,1.00725995072322,1197.1253451507,1200.15036247168,TRUE,270.116,2,350,1000
"nonspatial",1,10000,1.00186366536213,2784.9839393148,2607.60526992894,TRUE,6.12100000000009,2,350,1000
"spatial",1,10000,1.00538274869034,1240.59399903873,1017.30841529201,TRUE,270.588,3,350,1000
"nonspatial",1,10000,1.00210291566346,2747.58118169207,2512.46731406483,TRUE,6.06100000000015,3,350,1000
"spatial",1,10000,1.00746829014471,665.862861585096,497.028253954331,TRUE,275.824,4,350,1000
"nonspatial",1,10000,1.00251651502256,2949.9684063284,2577.47523750774,TRUE,6.22299999999996,4,350,1000
"spatial",1,10000,1.00552712046926,1012.27986790042,1428.29122695342,TRUE,270.496,5,350,1000
"nonspatial",1,10000,1.0024789073353,2775.20546523025,2546.07206828973,TRUE,6.07699999999977,5,350,1000
"spatial",1,10000,1.00533771175759,1126.26524972612,1438.76278749467,TRUE,271.003,6,350,1000
"nonspatial",1,10000,1.00311260446127,2690.18221645556,2782.52194379778,TRUE,6.32599999999957,6,350,1000
"spatial",1,10000,1.00583909729193,1235.3569061307,1351.61439574564,TRUE,270.671,7,350,1000
"nonspatial",1,10000,1.00487642420346,2600.81590596258,2691.69740560006,TRUE,6.07700000000023,7,350,1000
"spatial",1,10000,1.0043531347857,1154.6876802019,1454.60717220353,TRUE,270.594,8,350,1000
"nonspatial",1,10000,1.00228745838067,2788.79571108386,2678.45931424575,TRUE,6.08500000000004,8,350,1000
"spatial",1,10000,1.00573815990519,939.115573531366,930.48016274393,TRUE,270.31,9,350,1000
"nonspatial",1,10000,1.00147029185134,2934.50617731448,2756.51828279441,TRUE,6.08799999999974,9,350,1000
"spatial",1,10000,1.00520566760831,774.375216367621,793.792947283127,TRUE,270.553,10,350,1000
"nonspatial",1,10000,1.0022672611992,2551.52626728005,2425.58683789351,TRUE,6.125,10,350,1000
"spatial",1,10000,1.00560851688499,1268.04406537448,1154.97500504084,TRUE,270.579,1,750,1000
"nonspatial",1,10000,1.00318590605675,2468.79474219987,2211.47501580081,TRUE,6.08999999999969,1,750,1000
"spatial",1,10000,1.00550478558217,1129.65923648748,1233.93594356939,TRUE,270.307,2,750,1000
"nonspatial",1,10000,1.00153725192775,2676.1200017322,2468.12796973129,TRUE,6.11799999999994,2,750,1000
"spatial",1,10000,1.00697428374043,867.642152633486,847.983724380036,TRUE,270.462,3,750,1000
"nonspatial",1,10000,1.0026866941135,2410.71931430456,2662.72096504065,TRUE,6.19700000000012,3,750,1000
"spatial",1,10000,1.00836134923606,816.64601044065,378.272925194225,FALSE,270.373,4,750,1000
"spatial",2,20000,1.00270839383038,1912.69790524355,1496.47870214864,TRUE,453.667,4,750,1000
"nonspatial",1,10000,1.00272355100354,2705.92337236757,2288.43965600911,TRUE,5.63900000000012,4,750,1000
"spatial",1,10000,1.00544607326078,964.899216417723,1141.16753255841,TRUE,269.471,5,750,1000
"nonspatial",1,10000,1.00219901930189,2651.6614476913,2474.31372798899,TRUE,6.01200000000017,5,750,1000
"spatial",1,10000,1.00655856382581,1095.04206364216,1272.28338293166,TRUE,268.854,6,750,1000
"nonspatial",1,10000,1.00246484683682,2388.94620977397,2696.9459426359,TRUE,6.20299999999997,6,750,1000
"spatial",1,10000,1.00620932201392,1160.7357585481,911.155259016758,TRUE,269.025,7,750,1000
"nonspatial",1,10000,1.00334962114333,2626.49328571442,2516.79947364111,TRUE,6.20700000000033,7,750,1000
"spatial",1,10000,1.01150562286825,946.708156060152,1125.13870305172,FALSE,265.81,8,750,1000
"spatial",2,20000,1.00394710196942,2348.90678076337,2582.12453864836,TRUE,444.39,8,750,1000
"nonspatial",1,10000,1.00267417292157,2675.04733758319,2481.42416082957,TRUE,5.37699999999995,8,750,1000
"spatial",1,10000,1.00929998300093,809.673489166056,534.023122825637,TRUE,261.487,9,750,1000
"nonspatial",1,10000,1.00319239323845,2617.60724481965,2498.30434946045,TRUE,5.72699999999986,9,750,1000
"spatial",1,10000,1.00865628614777,837.943512465548,673.525385389661,TRUE,261.501,10,750,1000
"nonspatial",1,10000,1.0029409415604,2641.06157610891,2851.08956539823,TRUE,5.9680000000003,10,750,1000
"spatial",1,10000,1.00513704695626,1215.41446558839,1311.70627564763,TRUE,264.225,1,1000,1000
"nonspatial",1,10000,1.00258853378998,2686.16543929159,2952.38680048402,TRUE,5.91200000000026,1,1000,1000
"spatial",1,10000,1.00716215267032,1292.25717059194,1654.91310179451,TRUE,261.459,2,1000,1000
"nonspatial",1,10000,1.0016855460962,2669.04004285934,2659.49365086841,TRUE,5.96500000000015,2,1000,1000
"spatial",1,10000,1.00873674600996,887.398446409364,837.496876748721,TRUE,261.427,3,1000,1000
"nonspatial",1,10000,1.00204573658202,2472.57273178619,2103.15442517068,TRUE,5.94800000000032,3,1000,1000
"spatial",1,10000,1.00673365740082,1040.73920852163,1157.79303774874,TRUE,261.371,4,1000,1000
"nonspatial",1,10000,1.00325839438001,2660.39596387413,2728.64861933066,TRUE,5.65700000000015,4,1000,1000
"spatial",1,10000,1.00605974069266,937.945971684167,703.98355541865,TRUE,260.971,5,1000,1000
"nonspatial",1,10000,1.0024439446779,2520.43126177065,2621.61770504308,TRUE,5.65700000000015,5,1000,1000
"spatial",1,10000,1.00548076941466,1249.50131875015,1374.91937165526,TRUE,256.933,6,1000,1000
"nonspatial",1,10000,1.00240111760911,2750.95558791387,2721.73296172801,TRUE,5.64200000000028,6,1000,1000
"spatial",1,10000,1.00566827834468,1098.51928052819,1125.99006028861,TRUE,256.633,7,1000,1000
"nonspatial",1,10000,1.00259163814981,2540.80936627121,2438.43812380462,TRUE,5.65900000000011,7,1000,1000
"spatial",1,10000,1.00421220000213,1187.67409413521,1134.24555487845,TRUE,256.607,8,1000,1000
"nonspatial",1,10000,1.00186657950813,2663.9042047533,2685.61629231566,TRUE,5.61900000000014,8,1000,1000
"spatial",1,10000,1.00648217766123,807.263806721267,918.024946116574,TRUE,257.039,9,1000,1000
"nonspatial",1,10000,1.00321447579713,2692.96919365981,2593.17565470062,TRUE,5.89299999999957,9,1000,1000
"spatial",1,10000,1.00698765191536,1024.9450539419,646.586384986222,TRUE,256.477,10,1000,1000
"nonspatial",1,10000,1.00274989455102,2607.12854388349,2280.60450077623,TRUE,5.65100000000029,10,1000,1000
